name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Mihidana,"Besan flour, sugar, ghee",vegetarian,15,30,45,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/boondi.jpg,"In a large mixing bowl, combine 1 cup of besan flour and 1/2 cup of sugar and mix well until the sugar is evenly distributed.
Add 1/4 teaspoon of ghee to the bowl and mix until the mixture resembles coarse crumbs.
Gradually add 1/4 cup of ghee to the bowl, mixing continuously until the mixture forms a smooth dough.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions, about the size of a small marble.
Shape each portion into a smooth ball and then flatten it slightly into a disk shape.
Heat sufficient ghee in a deep frying pan over medium heat.
When the ghee is hot, add the mihidana disks to the pan, being careful not to overcrowd it.
Fry the mihidana until they are golden brown, turning them occasionally to ensure even cooking.
Remove the fried mihidana from the ghee with a slotted spoon and drain on paper towels.
Let the mihidana cool completely before storing them in an airtight container."
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,10,30,40,Medium,sweet,main course,West Bengal,East,https://www.vegrecipesofindia.com/wp-content/uploads/2013/10/cholar-dal-recipe28.jpg,"Rinse the chana dal and soak it in water for at least 30 minutes, then drain the water and set the dal aside.
Heat 2 tablespoons of oil in a large pan over medium heat and sauté the grated ginger until it is lightly browned.
Add 1 cinnamon stick to the pan and sauté for another minute, until fragrant.
Add 2 cups of water to the pan and bring to a boil, then add the soaked and drained chana dal to the pan.
Reduce the heat to low and let the dal simmer for 20-25 minutes, or until it is tender and mushy.
While the dal is cooking, grate 1/2 cup of fresh coconut and set it aside.
Once the dal is cooked, mash it lightly with a spoon or potato masher to create a coarse texture.
Add the grated coconut, 1 tablespoon of raisins, and salt to taste to the pan, and stir well to combine.
Let the mixture simmer for another 5 minutes, stirring occasionally, until the flavors have melded together and the dal has thickened slightly.
Remove the pan from the heat and let the Mishti Chholar Dal cool to room temperature before serving."
Misi roti,"Whole wheat flour, chickpea flour, green chilies",vegetarian,30,30,60,Hard,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2016/01/missi-roti-recipe.jpg,"In a large mixing bowl, combine 2 cups of whole wheat flour and 1/2 cup of chickpea flour.
Add 1/2 teaspoon of salt and mix well.
Gradually add 1/2 cup of lukewarm water to the flour mixture and knead for 5-7 minutes until a soft dough forms.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 6-7 inches in diameter.
Place 1-2 green chilies in the center of each circle, depending on desired spiciness.
Fold the dough over the chilies to form a triangle or a square shape, and press the edges to seal.
Heat a non-stick skillet or griddle over medium heat and cook the misi roti for 1-2 minutes on each side, until golden brown.
Serve hot with your favorite accompaniments."
Misti doi,"Milk, jaggery",vegetarian,480,30,510,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/misti-dahi.jpg,"Boil 1 liter of milk in a heavy-bottomed pan over medium heat, stirring occasionally, until it reduces to half its original volume.
Add 1/2 cup of grated jaggery to the reduced milk and stir well to combine.
Continue to cook the mixture over low heat, stirring constantly, until the jaggery dissolves completely and the mixture thickens slightly.
Remove the pan from the heat and let it cool slightly, until the mixture reaches a temperature of around 40°C to 45°C.
Pour the mixture into small clay pots or ramekins and let it cool to room temperature.
Cover the pots or ramekins with a cloth and refrigerate them for at least 4 hours or overnight.
Serve the misti doi chilled, garnished with a sprinkle of grated jaggery if desired."
Modak,"Rice flour, coconut, jaggery ",vegetarian,10,15,25,Medium,sweet,dessert,Maharashtra,West,https://www.crazymasalafood.com/wp-content/images/modaks.jpg,"In a large mixing bowl, combine 2 cups of rice flour and a pinch of salt.
Gradually add 1/2 cup of lukewarm water to the bowl and mix until a soft dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
In a separate pan, heat 1 cup of grated coconut over medium heat, stirring frequently, until it turns light brown.
Add 1 cup of grated jaggery to the pan and stir until it melts and combines with the coconut.
Remove the pan from the heat and let the coconut-jaggery mixture cool to room temperature.
Divide the rested dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Place 1-2 tablespoons of the coconut-jaggery mixture in the center of each circle.
Fold the dough over the filling to form a half-moon shape and press the edges together to seal the modak.
Repeat with the remaining dough and filling to make more modaks.
Steam the modaks in a steamer basket for 10-12 minutes, or until they are cooked through and fluffy.
Serve the modaks warm or at room temperature."
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,50,Hard,sweet,dessert,Gujarat,West,https://crazymasalafood.com/wp-content/images/2023/05/mohanthal.jpg.webp,"Roast 1 cup of bengal gram flour in a pan over low heat, stirring constantly, until it turns light golden brown and fragrant.
Remove the roasted flour from the pan and let it cool completely.
Grind 1/2 cup of badam and 1/4 cup of pistachio into a fine powder using a blender or food processor.
In a large mixing bowl, combine the cooled roasted flour, ground badam-pistachio mixture, and a pinch of saffron threads.
Add 1 tablespoon of ghee to the mixture and mix well until the mixture resembles coarse crumbs.
Gradually add 1/2 cup of rose water to the mixture and mix until a dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small portions, about the size of a small lemon.
Shape each portion into a round ball and then flatten it slightly into a disk shape.
Heat 1-2 tablespoons of ghee in a non-stick pan over medium heat.
Place a few Mohanthal disks in the pan and cook for 3-4 minutes on each side, until they are golden brown and crispy.
Repeat the cooking process with the remaining Mohanthal disks.
Let the Mohanthal cool completely on a wire rack before serving."
Mushroom do pyaza,"Mushroom, malai, garam masala, ginger, capsicum",vegetarian,10,30,40,Medium,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2015/07/mushroom-curry-recipe-500x500.jpg,"Heat 2 tablespoons of oil in a pan over medium heat.
Add 1-inch piece of grated ginger and sauté for 1 minute until fragrant.
Add 1 cup of sliced mushrooms and sauté for 3-4 minutes until they start to brown.
Add 1 cup of sliced capsicum and sauté for another 4-5 minutes until both mushrooms and capsicum are tender.
Add 1 tablespoon of malai (or cream) and mix well with the mushroom and capsicum mixture.
Add 1 teaspoon of garam masala powder and mix well.
Season with salt to taste, then reduce heat to low and simmer for 2-3 minutes.
Serve hot, garnished with chopped fresh cilantro if desired."
Mushroom matar,"Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",vegetarian,10,30,40,Medium,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2014/06/mushroom-matar-recipe.jpg,"Heat 2 tablespoons of oil in a large pan over medium heat.
Add 1 teaspoon of garam masala and let it sizzle for a few seconds.
Add 1 cup of sliced wild mushrooms and sauté until they release their moisture and start to brown.
Add 1 cup of diced tomatoes and cook for 2-3 minutes or until they start to break down.
Add 1 cup of frozen green peas and stir well to combine with the mushroom and tomato mixture.
Pour in 1/2 cup of canned coconut milk and stir well to combine.
Reduce heat to low and let the mixture simmer for 5-7 minutes or until the sauce has thickened slightly.
Season with salt to taste, then serve hot."
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15,30,45,Hard,bitter,snack,Gujarat,West,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuli_Ajay/Methi_Muthiya_Wheat_flour_and_Fenugreek_dumplings.jpg,"Grate 1 large bottle gourd and squeeze out as much water as possible from it.
In a large mixing bowl, combine 1 cup whole wheat flour, 1/2 cup rava, 1/4 cup bengal gram flour, and 1 tablespoon sesame seeds.
Add the grated bottle gourd to the dry ingredients and mix well.
Knead the mixture for about 5 minutes until it forms a smooth dough.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a cylindrical shape.
Heat enough water in a large pot to steam the muthiya, and bring it to a boil.
Reduce the heat to medium, place the muthiya in a steamer basket, and steam them for 15-20 minutes or until they are cooked through.
Remove the muthiya from the steamer and let them cool for a few minutes.
Serve the muthiya hot with your favorite chutney or raita."
Mysore pak,"Besan flour, semolina, mung bean, jaggery, coconut, skimmed milk powder, sugar, ghee",vegetarian,5,20,25,Medium,sweet,dessert,Karnataka,South,https://crazymasalafood.com/wp-content/images/2023/05/mysore-pak-2.jpg.webp,"Roast the besan flour in a pan over medium heat, stirring constantly, until it turns light brown and fragrant.
Remove the roasted besan flour from the pan and set it aside to cool.
In the same pan, add 1 tablespoon of ghee and roast the semolina over medium heat, stirring constantly, until it turns light brown.
Add the mung bean to the pan and roast for another minute, stirring constantly.
In a separate pan, melt 1 cup of ghee over low heat and add the grated jaggery, stirring until it dissolves completely.
Add the sugar to the pan and stir until it dissolves completely.
Bring the jaggery-sugar mixture to a boil, then reduce the heat to medium and simmer for 10 minutes, stirring occasionally.
Add the roasted besan flour, semolina, and mung bean mixture to the pan and stir well to combine.
Add 1 cup of coconut gratings to the pan and stir well to combine.
Add 1 tablespoon of skimmed milk powder to the pan and stir well to combine.
Continue to simmer the mixture for another 10-15 minutes, stirring frequently, until it thickens and leaves the sides of the pan.
Remove the pan from the heat and let the mixture cool slightly.
Pour the mixture onto a greased surface, such as a silicone mat or a piece of parchment paper, and spread it evenly to form a square shape.
Let the mixture cool and set at room temperature for at least 30 minutes.
Once set, cut the Mysore pak into desired shapes and sizes."
Naan,"Whole wheat flour, honey, butter, garlic",vegetarian,60,30,90,Hard,sweet,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2013/07/naan-1-500x500.jpg,"In a large mixing bowl, combine 1 1/2 cups of whole wheat flour and 1/4 teaspoon of salt.
Gradually add 1/2 cup of lukewarm water to the flour mixture and mix until a soft dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and elastic.
Place the dough in a greased bowl, cover it with a damp cloth, and let it rest in a warm place for 1-2 hours or until it has doubled in size.
Preheat a non-stick skillet or tava over medium heat.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 6-7 inches in diameter.
Brush the surface of each naan with 1/4 teaspoon of melted butter and sprinkle with a pinch of minced garlic.
Place a naan in the preheated skillet and cook for 1-2 minutes or until it starts to puff up and the edges start to curl.
Flip the naan over and cook for another 1-2 minutes or until it is golden brown and cooked through.
Brush the naan with a little water and sprinkle with a pinch of honey.
Repeat the process with the remaining dough portions."
